German,English
brooks,brooks
freies,free
cheryl,cheryl
gier,greed
insbesondere,especially
überzeugung,conviction
angemeldet,Registered
winzige,tiny
vorstellungen,imaginations
massaker,massacre
gail,gail
ausdenken,imagine
auspacken,unpacking
heizung,heater
haley,haley
magnus,magnus
mußte,had to
erzähler,teller
kolonie,colony
gps,gps
girls,girls
gerichtssaal,courtroom
donnerwetter,donnerwetter
studentin,student
greta,greta
tickt,ticking
räumt,grants
boom,boom
miriam,miriam
gesichtet,sighted
kleben,glue
zuzuhören,to listen to
ritt,ride
bauten,buildings
abgeschaltet,off
atlantic,atlantic
marquis,marquis
teich,pond
raubüberfall,robbery
duell,duel
keuchen,wheeze
chirurgen,surgeons
señorita,señorita
wange,cheek
auszuschalten,off
wiedergutmachen,atone for
k.,k.
vorbereitung,preparation
geile,horny
kranker,ill
festplatte,hard disk
stoß,shock
stieß,pushed
eingreifen,intervention
portland,portland
enorm,enormously
aufsuchen,visit
verzichte,renounce
sichtbar,visible
pässe,bottlenecks
vorschrift,regulation
gehör,hearing
jedermann,anyone
genieß,enjoy some
irgendjemanden,anyone
ups,ups
substanz,substance
amsterdam,amsterdam
arbeitszimmer,Workspace
notwehr,self-defense
patrouille,patrol
gewitter,thunderstorm
dax,dax
zeigten,showed
klappern,rattle
schmetterling,butterfly
sarge,coffins
preston,preston
förmlich,formally
celia,celia
tammy,tammy
enger,close
piep,beep
ausgetauscht,exchanged
baustelle,construction site
bewirkt,causes
brennan,brennan
pratt,pratt
gerochen,smelled
meintest,my test
wusstet,Did
broadway,broadway
drehst,turn
martini,Martini
starrt,stares
austauschen,change
janice,janice
schnellen,fast
beerdigt,buried
sozialen,social
angerührt,touched
say,say
verläuft,extends
abschlussball,prom
medaille,medal
vielmehr,much more
anschluss,connection
anzünden,set fire
wunderschöner,beautiful
naht,seam
handtücher,towels
basierend,based
perfekter,perfect
ungewöhnliche,unusual
international,international
mistkerle,crap guys
vizepräsident,vice-president
brichst,breaking
abgelegt,filed
halluzinationen,hallucinations
festnahme,arrest
steph,steph
pirat,pirate
umwelt,environment
axel,axel
butch,butch
teilweise,partially
verfickte,fucking
dat,dat
bearbeiten,to edit
fetter,fat
natürlichen,natural
ausgestellt,issued
wendet,applies
gewöhnlicher,ordinary
lavon,lavon
springe,jump
gingst,walked
änderungen,changes
orbit,orbit
kapsel,capsule
unbewaffnet,unarmed
internat,boarding school
zeile,row
mühle,Mill
zeitalter,age
gabst,gave
neger,Negro
prediger,preacher
schwache,weakness
minen,mines
paulie,paulie
geheimes,secret
sessel,armchair
wegbringen,bring away
shepherd,shepherd
weiterhelfen,help
verpflichtung,Obligation
baten,asked
geparkt,parked
gerichtsmediziner,court medic
anita,anita
zurückkommst,come back
bluse,blouse
reines,pure
gegenleistung,compensation
jaffa,jaffa
gemeinsames,common
japanischen,Japanese
kehre,turn
helfer,helper
aufstieg,rise
entkommt,escapes
partie,game
lächle,smile
verdeckt,concealed
abfall,waste
hauptrolle,lead
lilly,lilly
tarzan,tarzan
klingel,bell
jens,jens
flirten,to flirt
spanier,Spaniard
taxifahrer,taxi driver
länge,length
träumst,dream
tausenden,thousands
blockieren,To block
darcy,darcy
ausschließen,exclude
kiki,kiki
wechselt,change
erforschen,explore
scanner,scanner
eisenbahn,railroad
rumsitzen,sit around
munter,blithely
zugesehen,watched
karma,karma
tristan,tristan
stückchen,scrap
provinz,province
mitgemacht,participated
yvonne,yvonne
pärchen,pair
kritisch,critical
peters,peters
suzanne,suzanne
gesunden,healthy
finanziert,funded
elektrizität,electricity
busen,bosom
erlebnis,experience
mccoy,mccoy
vaterland,fatherland
bitter,bitter
schleier,veil
notarzt,emergency doctor
stattfindet,takes place
hervorragende,excellent
krimineller,criminal
durchatmen,take a deep breath
stopfen,Plug
übergabe,handing over
monatelang,for months
beeile,hurry
harley,harley
unterschreibe,sign
effekt,effect
einlegen,insert
verwirrung,confusion
überschritten,exceeded
where,where
instrumente,instruments
mailand,Milan
belassen,leave
latein,Latin
caine,caine
großartiges,great
billie,billie
grundlage,basis
reihenfolge,sequence
körperliche,physical
würmer,worms
arena,arena
mexico,mexico
hong,hong
ballett,ballet
luder,bitch
gerald,gerald
werke,plants
bullshit,bullshit
mae,mae
verfolgung,persecution
lizzie,lizzie
männlichen,male
exemplar,copy
bedauerlich,regrettable
blinden,blind
jage,hunting
cd,CD
honey,honey
finanzieren,finance
anstalt,institution
vorbeischauen,drop by
v.,v.
pakt,pact
damm,dam
laser,laser
gustav,gustav
einsamen,lonely
derart,so
unteren,lower
versammeln,gather
behörde,authority
info,info
beckett,beckett
gedeckt,covered
köter,cur
positionen,positions
vertrete,represent
kirby,kirby
vergewaltigen,rape
chemikalien,chemicals
verwechseln,confound
helle,bright
vergrößern,enlarge
anhaben,wear
tuvok,tuvok
angepisst,pissed off
ida,ida
mississippi,Mississippi
unterschlupf,shelter
hemden,shirts
besen,broom
herkomme,come from
ließe,could
jazz,jazz
eilt,hastens
candy,candy
vorwerfen,accuse
plans,plans
il,il
abzuhalten,hold
odo,odo
tugend,Virtue
fürsten,prince
neuanfang,neuanfang
drängt,urges
verweigern,deny
töne,sounds
patricia,patricia
maureen,maureen
staates,State
anordnung,arrangement
orchester,orchestra
senf,mustard
qualen,pain
verwaltung,administration
übertreibst,exaggerating
anonymen,anonymous
galt,was
ver,ver
scherzen,to kid
ausgeflippt,freaky
modern,modern
schwiegersohn,son in law
getränk,drink
hörer,receiver
finanzen,finances
bang,fearfully
colorado,Colorado
vernünftige,reasonable
verteidiger,defender
rupert,rupert
verbirgt,conceals
ähnliche,similar
bevorzugen,to prefer
bea,bea
hindurch,through
eigentliche,real
belästigung,harassment
seltene,rare
mysteriöse,mysterious
vorsitzende,chairman
anzüge,suits
haue,cut it
häh,huh
feuert,fires
vorausgesetzt,provided
profitieren,benefit
sabine,sabine
kaltes,cold
eingedrungen,penetrated
huch,oops
creek,creek
vorläufig,provisionally
canyon,canyon
adern,veins
mordkommission,murder commission
schnattert,schnattert
baxter,baxter
piepsen,cheep
benutz,USER
chelsea,chelsea
dämliche,stupid
erkältung,cold
belohnt,rewarded
grinsen,grin
bund,Federation
gestochen,razor
katharina,catherine
moms,moms
provozieren,provoke
geschmeichelt,flattered
anrichten,cause
letztlich,ultimately
gehirnerschütterung,concussion
lehnen,lean
geknackt,cracked
partnerschaft,partnership
eingeschaltet,switched on
whitney,whitney
skye,skye
gestohlenen,stolen
aufhörst,cease
tagelang,for days
oswald,oswald
scofield,scofield
unterscheidet,different
begleiter,companion
margot,margot
ober,Upper
tödlichen,deadly
apokalypse,Apocalypse
k.i.t.t.,putty.
much,much
knabe,boy
montgomery,montgomery
eingebildet,conceited
berühmter,famous
reihen,string
schwindler,swindler
verarschst,kidding
maß,measure
rechtsanwalt,Lawyer
geritten,ridden
romantik,romance
net,net
räder,bikes
nanny,nanny
betsy,betsy
erklärungen,Explanations
haushälterin,housekeeper
gütig,kind
privatdetektiv,Private detective
rumhängen,hang out
ansteckend,contagious
marcy,marcy
anstoßen,nudge
michaels,michaels
gefüttert,lined
nackten,naked
nervig,irritating
neuem,new
sheppard,sheppard
geistig,mentally
niedergeschlagen,downcast
nicolas,nicolas
herumlaufen,run around
einmalige,unique
verstößt,violates
ähnelt,similar
morphium,morphine
tool,tool
bote,delivery boy
monitor,monitor
kooperation,cooperation
schwerkraft,gravity
abgewiesen,rejected
auserwählt,select
bedacht,concerned
frucht,fruit
phaser,phaser
söldner,mercenary
taugt,is good
dalton,dalton
objekte,objects
pulli,pullover
ärzten,doctors
kiefer,jaw
aufwecken,wake
angemacht,dressed
klugscheißer,smart aleck
zaubern,conjure
gabel,fork
engagieren,engage
funktionierte,worked
gross,large
schwächer,weaker
empfindest,feel about
führ,Lead
ernsthafte,serious
vermitteln,convey
einzusetzen,to use
andreas,andreas
hughes,hughes
jenen,those
nonnen,nuns
vorgehensweise,method
wat,wat
spender,donor
val,val
company,company
blauer,blue
rasiert,shaved
vergebt,forgive
mayday,mayday
venus,Venus
verhafte,arrest
steigst,climb
identisch,identical
bange,anxious
bekämpft,fought
jep,Yup
gastgeber,host
innenstadt,Downtown
mitbewohnerin,flatmate
papas,papas
schwindelig,dizzy
dc,dc
ratschlag,Advice
scham,shame
intensiv,intensive
amigo,amigo
louie,louie
defekt,malfunction
beziehen,Respectively
or,or
talentiert,talented
bridget,bridget
gretchen,gretchen
angezeigt,appropriate
schaufel,shovel
erschüttert,shocked
reingefallen,fell for
vetter,cousin
braunen,tan
boys,boys
bestechen,bribe
rücksitz,back seat
sicherzustellen,ensure
verärgern,annoy
magier,magician
management,management
eröffnung,opening
grill,grill
schiffen,ship
passte,fit
deacon,deacon
chefs,heads
verbinde,connect
würfel,cube
physik,physics
dosen,cans
grove,grove
champ,champ
möchtet,want
porno,porn
absoluter,absolute
stadion,Stadion
abgeschossen,shot down
streben,strive
durchstehen,get through
beging,committed
streik,strike
weiterfahren,continue
ramon,ramon
tipps,tips
sweet,sweet
hinsehen,look
isabel,isabel
starte,Create
plätzchen,cookie
magazine,magazine
wanda,wanda
beruht,is based
ragnar,ragnar
korruption,corruption
wimmelt,abound
hook,hook
lux,lux
abgestellt,switched off
liefere,deliver
anschließend,subsequently
grube,pit
mei,mei
flieht,flees
schriftlich,written
kamerad,mate
irrelevant,irrelevant
ironisch,ironic
herab,down
friedrich,friedrich
stier,bull
entschluss,decision
gescheitert,failed
begrüße,welcome
kitt,putty
desaster,disaster
wachsam,watchful
startklar,ready
gutmachen,do well
log,log
luca,luca
hypothek,mortgage
anhand,based
schlagzeilen,headlines
auslöser,trigger
gaius,gaius
kündigung,termination
atlantis,atlantis
entzug,withdrawal
server,server
adele,adele
leibwächter,bodyguard
abzulenken,distract
angeben,specify
abknallen,zap
schuldigen,guilty
thor,thor
erschrocken,frightened
lehrte,taught
häschen,bunny
daily,daily
handschuh,Glove
seide,silk
bewaffnete,armed
caesar,Caesar
sklavin,slave
leinwand,canvas
erzählten,told
geguckt,watched
georgie,georgie
stimmts,right
brendan,brendan
leichten,light
phillips,phillips
pistolen,pistols
verbringst,spend
scannen,to scan
richmond,richmond
klatschen,clap
städten,cities
ohrringe,earrings
präsentation,presentation
gotham,gotham
häuschen,lodge
vermittlung,mediation
zahnbürste,toothbrush
feinen,fine
blei,lead
gönnen,grant
schlugen,beat
sprüche,claims
erreichbar,reachable
scheißdreck,shit
kerlen,kerlen
zuverlässig,reliable
sasha,sasha
aufprall,impact
stewart,stewart
hochzeiten,weddings
aneinander,together
vorwurf,accusation
gehörten,included
ausflippen,flip out
kehrte,returned
sonntags,Sunday
cyrus,cyrus
garde,guard
sonde,probe
blutungen,bleeding
roosevelt,roosevelt
flüchtlinge,refugees
unterhose,underpants
scotland,scotland
instrumentalmusik,instrumental music
becca,becca
heldin,heroine
geschmeckt,tasted
rod,rod
unterstütze,support
schluchzen,sob
säcke,bags
psychopath,psychopath
madonna,Madonna
bezeugen,witness
massage,massage
geschmissen,threw
pudding,pudding
einzuladen,invite
meldete,reported
ecken,corners
bedrohen,threaten
lulu,lulu
lichtjahre,lightyears
line,line
schweig,Shut up. Be quiet
zwecklos,purposeless
teilnehmer,Attendees
charley,charley
langeweile,boredom
offiziellen,official
rudi,rudi
verzeihe,forgive
hässlichen,ugly
gewidmet,dedicated
tabak,tobacco
ernannt,appointed
übler,bad
sandwiches,sandwiches
adoptieren,to adopt
geistern,wander like a ghost
sheriffs,sheriffs
vorgesetzter,supervisor
kodex,code
südamerika,South America
kostete,cost
verführt,seduced
schonen,save
pauline,pauline
machtlos,powerless
einsehen,see
mythos,myth
verantworten,answer for
ausschließlich,exclusively
ahh,ahh
pamela,pamela
geschäften,transactions
zurückbekommen,get back
anrufst,phoning
marihuana,marijuana
mithalten,keep up
lebenszeichen,signs of life
woody,woody
anmachen,to turn on
sklaverei,slavery
haustier,domestic animal
inseln,islands
ohh,ohh
stützpunkt,base
trennt,separates
gesichtsausdruck,expression
andré,andré
gesunken,declined
fernbedienung,remote control
verstärkt,reinforced
fã,fa
markus,markus
element,element
sterling,sterling
olga,olga
verlegenheit,embarrassment
metro,metro
bruderschaft,brotherhood
probiere,try
wiederum,in turn
bereitschaft,standby
chet,chet
börse,stock market
aufsatz,essay
untergrund,underground
versiegelt,sealed
gegenstände,objects
gebildet,educated
rast,rest
regiment,regiment
kostenlos,free
ausschuss,committee
dvd,DVD
gesprengt,blown up
ausweise,ID cards
allan,allan
feindliche,enemy
irina,irina
feldwebel,sergeant
zerbricht,breaks
lenkt,directs
durchdrehen,go berserk
ausgelassen,hilarious
kramer,chandler
tango,tango
respektlos,disrespectful
stripperin,stripper
hengst,stallion
schwanzlutscher,cocksucker
löse,solvent
banane,banana
bloss,just
gavin,gavin
skinner,skinner
schurken,rogue
wäscht,washes
daraufhin,thereupon
nico,nico
walsh,walsh
geschäftspartner,Business partner
weggefahren,drove away
psychologie,psychology
zwing,Zwing
verständigen,notify
belastung,burden
bender,bender
bindung,binding
sherman,sherman
umarmt,hugs
entkam,escaped
gespenst,spook
konntet,could you
menschenleben,people live
wurdet,Were you
öde,desolate
ursprung,origin
geputzt,cleaned
sektion,section
schleppen,tow
erfassen,capture
terrasse,terrace
wilhelm,Wilhelm
unbesorgt,unconcerned
warteten,waited
eingereicht,submitted
sekretär,secretary
turk,turk
beruhigend,reassuring
angezündet,set on fire
verbrechens,", crime"
impuls,pulse
voreilig,prematurely
peitsche,whip
griechen,greeks
bennet,bennet
installiert,Installed
verlier,lose
rebellion,rebellion
karin,karin
seemann,sailor
bones,bones
aufgeräumt,cleaned up
verdiente,earned
elender,miserable
sound,sound
absturz,crash
begleichen,settle
orgasmus,orgasm
toto,toto
vögelchen,little bird
reinkommt,comes in
renee,renee
benachrichtigen,notify
kavallerie,cavalry
allerseits,everyone
übe,practice
constable,constable
weigern,deny
wirklichen,real
aufträge,assignments
beifall,applause
cents,cents
angehörigen,relatives
damien,damien
resultat,result
global,global
pennsylvania,Pennsylvania
warmen,to warm
danielle,danielle
verbiete,forbid
entschuldigst,excuse
wahlen,elections
aufziehen,raise
weitem,far
verdreht,twisted
powers,powers
vorschuss,advance
bananen,bananas
dex,dex
schuf,created
beschützer,protector
fuer,For
wahrlich,verily
hüften,hips
q,q
betrag,amount
hysterisch,hysterical
schwor,swore
schlägerei,brawl
flogen,flew
bösewicht,villain
aufwachsen,grow up
römischen,Roman
carolina,Carolina
auszeichnung,Award
riskiere,risking
florence,florence
ermöglichen,enable
komiker,comedian
auffallen,stand out
eingegangen,received
kondom,condom
besserung,improvement
vinnie,vinnie
karton,carton
verspätet,delayed
obhut,care
aufführung,performance
fraß,food
abfahrt,Departure
hydra,Hydra
briefkasten,mailbox
häftling,prisoner
ezra,ezra
kat,kat
unterschätzen,underestimate
sisko,sisko
hausfrau,housewife
hannes,hannes
errichten,establish
stapel,stack
reparatur,repair
pike,pike
reste,leftovers
übereinstimmung,accordance
entwurf,draft
shoppen,shopping
anliegen,issue
täuschung,illusion
doll,doll
eliminieren,eliminate
verstärken,strengthen
insassen,inmates
mithilfe,help
packung,pack
u.s.,U.S.
adressen,addresses
kang,kang
themen,subjects
aufteilen,divide
unberechenbar,unpredictable
eingeschlagen,smashed
verklagt,sued
drohne,drone
vage,vague
hindernis,obstacle
izzy,izzy
qualifiziert,qualified
solo,solo
gierig,greedy
schreck,fright
verrotten,rot
integrität,integrity
hinterkopf,occiput
wundervollen,wonderful
lo,lo
lob,praise
verwirren,confuse
allgemeinen,general
frustriert,frustrated
ohnmacht,powerlessness
autoschlüssel,car key
erfährst,learn
image,image
grady,grady
people,people
unheilvolle,baleful
kapieren,savvy
zigarren,cigars
josé,josé
joint,joint
nachgehen,pursue
gedrängt,packed
soziale,social
diente,served
vieler,many
wissenschaftliche,scientific
dastehen,stand
inmitten,midst
millie,millie
brannte,burned
mengen,amounts
ausnahmsweise,exceptionally
silvester,New Year's Eve
berufen,appoint
schließfach,locker
bunny,bunny
kenneth,kenneth
tische,tables
wasche,Laundry
vase,vase
einhalten,follow
halfen,helped
übernahm,took
millionär,millionaire
dreißig,thirty
bernadette,bernadette
denjenigen,those
begeisterung,enthusiasm
forscher,researcher
begabt,gifted
design,design
matthews,matthews
taufe,baptism
entscheidend,critical
zurückhaben,have back
katrina,katrina
nervensäge,pain in the neck
betritt,enters
rodrigo,rodrigo
kuckuck,cuckoo
veränderte,changed
vollbracht,done
jeweils,each
passende,suitable
unabhängigkeit,independence
türe,door
einbrechen,collapse
folgst,follow
lücke,gap
jüngeren,younger
immobilien,property
industries,industries
schwangere,pregnant
unfug,nonsense
weibchen,female
ergriffen,moved
jahrestag,anniversary
oleson,oleson
fry,fry
exzellent,excellent
strahlen,radiate
vorgenommen,performed
aufgezeichnet,recorded
business,business
depression,depression
privates,private
streiche,antics
alaska,Alaska
frances,frances
wänden,walls
erwecken,arouse
sawyer,sawyer
männchen,male
senken,reduce
otis,otis
spanische,Spanish
beamter,official
kommission,Commission
fünfzig,fifty
gedemütigt,humiliated
gucke,watch
mehrheit,majority
teuren,expensive
abreißen,tear off
komödie,comedy
gestehe,confess
außergewöhnliche,extraordinary
hartes,tough
ausprobiert,tried out
runterkommen,come down
tragt,wearing
spart,saves
bälle,balls
fahrzeuge,vehicles
freya,freya
zähl,count
verehrer,admirer
strecken,stretch
gegeneinander,against each other
ausfüllen,to complete
olive,olive
crazy,crazy
vermächtnis,legacy
beteiligung,participation
bengel,urchin
p.,p.
gottverdammte,goddamn
winzigen,tiny
nächten,nights
ätzend,corrosive
kapital,capital
attacke,attack
vorstellungsgespräch,job interview
interessiere,interested
medium,medium
anwenden,apply
hamlet,hamlet
stockwerk,floor
krankenhäuser,hospitals
direkten,direct
benötige,need
extreme,extreme
einzeln,individually
traurigen,sad
aufwärmen,heat up
auszugehen,to go
befreiung,liberation
anzahlung,deposit
jensen,jensen
komplex,complex
alias,alias
grafen,earl
besaß,had
sammle,collect
feiertage,public holidays
stinken,stink
franc,franc
neela,neela
freiem,free
elektrischen,electrical
zustoßen,happen
zerschlagen,smash
hupt,honks
italienische,Italian
hingekriegt,hingekriegt
marseille,Marseilles
columbia,Columbia
unterschiedlich,differently
godsey,godsey
schichten,layers
zielperson,Target person
kopenhagen,copenhagen
furchtbares,fearful
fürchtete,feared
passagier,passenger
imperium,imperium
möcht,should like
säufer,drunkard
verlasst,leaves
weiser,wise
zurückzuholen,retrieve
cho,cho
mieter,tenant
schlösser,Castles
privileg,privilege
kondome,condoms
montana,Montana
rührend,touching
stumme,mute
winde,winch
wirbel,whirl
investoren,investors
kakao,cocoa
sadie,sadie
ausgestiegen,alighted
pisse,piss
lucifer,lucifer
thailand,Thailand
behälter,container
beck,beck
scheußlich,awful
kurier,courier
abu,abu
decker,decker
gereizt,irritated
fassung,version
leitungen,cables
kaliber,caliber
losgeht,and go
gemeine,common
wochenlang,for weeks
zeilen,row
granate,grenade
morgengrauen,Dawn
kristall,crystal
captains,captains
sky,sky
bürgerkrieg,civil war
dulden,tolerate
abzuhauen,run away
sorgte,provided
verhandelt,negotiated
einwände,objection
lara,lara
unheil,mischief
anteile,shares
wiege,cradle
yankees,yankees
herb,tart
freaks,freaks
verbietet,prohibits
verwendung,use
rauben,rob
cognac,cognac
allgemein,general
küsste,kissing
unschuldiger,innocent
evolution,evolution
blas,blas
vulkanier,Vulcan
inn,inn
gratulation,congratulations
marmelade,jam
becken,pool
eden,Eden
hingegen,on the other hand
quält,torments
spartacus,spartacus
unversehrt,intact
gering,low
janeway,janeway
voilà,voilà
jüngere,younger
mächte,powers
floyd,floyd
sechsten,sixth
produzenten,producers
rektor,rector
zitrone,lemon
störungen,disorders
reichte,enough
kreativ,creative
höhlen,caves
winchester,winchester
bianca,bianca
willis,willis
quark,Quark
zigeuner,Gypsy
schnarchen,snoring
dead,dead
ärgerlich,annoying
angaben,information
gibson,gibson
chili,chili
diskretion,discretion
armstrong,armstrong
unterhosen,underpants
erforderlich,required
cassidy,cassidy
auftauchte,appeared
pascha,pasha
aussetzen,expose
sentimental,sentimental
empfängt,receives
evakuierung,evacuation
nebenwirkungen,Side Effects
mccormick,mcCormick
erstellt,created
vernichtung,destruction
idiotisch,idiotic
cocktail,cocktail
säubern,clean
behandelst,treat
eingepackt,wrapped
meisterwerk,masterpiece
empfindet,feels
bestien,beasts
unzählige,countless
einbringen,bring
darryl,darryl
spitznamen,nickname
smoking,tuxedo
verschwende,waste
iron,iron
misstrauen,mistrust
spätestens,no later than
chinese,Chinese
cash,cash
gilmore,gilmore
pfui,Pooh
zeugenstand,witness stand
gästezimmer,Guest room
abflug,departure
hungern,starve
verschwanden,disappeared
serum,serum
julio,julio
place,place
phantasie,imagination
therapeuten,therapist
terror,terror
bedienung,service
beugen,bend
trish,trish
elise,elise
verriegelt,locked
genäht,stitched
spurensicherung,securing of evidence
falten,wrinkles
saugen,suck
graue,gray
ehrlicher,honest
walden,walden
leichenhalle,mortuary
wärs,wärs
fels,rock
bohren,drill
versteckten,hidden
desmond,desmond
notiert,written down
milliarde,billion
gebäudes,building
pfadfinder,scout
gorilla,gorilla
roch,smelled
caitlin,caitlin
kippen,tilt
gleicht,like
pflaster,band Aid
l.,l.
benutzten,used
anzuziehen,to attract
verlockend,tempting
bryce,bryce
ampel,traffic light
interpol,Interpol
dodge,dodge
technische,technical
zimmerservice,room service
lu,lu
hirsch,deer
hayley,hayley
verspricht,promises
lachend,laughing
anständiger,decent
füllt,fills
geschätzt,estimated
verbündete,ally
zuschauen,watch
abstimmen,vote
schwägerin,sister in law
cybill,cybill
deaktivieren,deactivate
rück,reset
edmund,edmund
drohnen,drones
begehrt,popular
gange,gange
sauerei,mess
portion,portion
beraubt,robbed
constance,constance
bull,bull
jubelt,cheers
jugendlichen,youthful
bemerkung,comment
aids,AIDS
cate,cate
johann,johann
hingehört,belongs
maryann,maryann
halskette,a necklace
istanbul,Istanbul
been,completed
beunruhigen,worry
scheren,shave
schweigt,is silent
brei,mash
antwortete,answered
fäden,threads
coolen,cool
schämst,ashamed
mehl,Flour
vollem,full
aufgebrochen,broken up
expedition,expedition
änderung,modification
überwachungskameras,Security cameras
derer,of those
blinder,blind
durchzuführen,perform
parlament,houses of Parliament
direkte,direct
dawson,dawson
tanya,tanya
umfeld,environment
schrieben,wrote
michigan,Michigan
auffliegen,fly up
woman,woman
hergeschickt,hergeschickt
vormachen,fool
vorstrafen,police record
hingeht,goes
grauenvoll,horrible
schwiegermutter,mother-in-law
lehrt,teaches
langley,langley
erwürgt,strangled
tassen,cups
seuche,epidemic
zauberspruch,Magic spell
lucien,lucien
läufer,runner
drive,drive
effektiv,effectively
nord,north
callie,callie
hu,ugh
auskommen,get by
heitere,serene
jupiter,Jupiter
nuss,nut
trauzeuge,Best man
steinen,stones
puh,phew
österreich,Austria
einkommen,income
vereinigung,Union
mittelpunkt,Focus
page,page
andeuten,imply
helene,helene
